"Type","Timestamp","Player ID","Colour","Role"
"TestPiece","03-26-2019 11:37:09","202","blue","member"
"TakePiece","03-26-2019 11:37:09","202","blue","member"
"Move","03-26-2019 11:37:09","100","red","leader"
"Move","03-26-2019 11:37:09","101","red","member"
"Move","03-26-2019 11:37:09","102","red","member"
"Move","03-26-2019 11:37:10","200","blue","leader"
"TestPiece","03-26-2019 11:37:10","200","blue","leader"
"TakePiece","03-26-2019 11:37:10","200","blue","leader"
"PlacePiece","03-26-2019 11:37:10","201","blue","member"
"Move","03-26-2019 11:37:10","202","blue","member"
"TestPiece","03-26-2019 11:37:10","202","blue","member"
"TakePiece","03-26-2019 11:37:10","202","blue","member"
"PlacePiece","03-26-2019 11:37:10","100","red","leader"
"Move","03-26-2019 11:37:10","101","red","member"
"Move","03-26-2019 11:37:10","102","red","member"
"Move","03-26-2019 11:37:11","200","blue","leader"
"TestPiece","03-26-2019 11:37:11","200","blue","leader"
"TakePiece","03-26-2019 11:37:11","200","blue","leader"
"Move","03-26-2019 11:37:11","201","blue","member"
"TestPiece","03-26-2019 11:37:11","201","blue","member"
"TakePiece","03-26-2019 11:37:11","201","blue","member"
"Move","03-26-2019 11:37:11","202","blue","member"
"Move","03-26-2019 11:37:11","100","red","leader"
"TestPiece","03-26-2019 11:37:11","100","red","leader"
"TakePiece","03-26-2019 11:37:11","100","red","leader"
"PlacePiece","03-26-2019 11:37:11","101","red","member"
"Move","03-26-2019 11:37:11","102","red","member"
"Move","03-26-2019 11:37:12","200","blue","leader"
"TestPiece","03-26-2019 11:37:12","200","blue","leader"
"TakePiece","03-26-2019 11:37:12","200","blue","leader"
"Move","03-26-2019 11:37:12","201","blue","member"
"Move","03-26-2019 11:37:12","202","blue","member"
"Move","03-26-2019 11:37:12","100","red","leader"
"TestPiece","03-26-2019 11:37:12","100","red","leader"
"TakePiece","03-26-2019 11:37:12","100","red","leader"
"Move","03-26-2019 11:37:12","101","red","member"
"TestPiece","03-26-2019 11:37:12","101","red","member"
"TakePiece","03-26-2019 11:37:12","101","red","member"
"PlacePiece","03-26-2019 11:37:12","102","red","member"
"Move","03-26-2019 11:37:13","200","blue","leader"
"TestPiece","03-26-2019 11:37:13","200","blue","leader"
"TakePiece","03-26-2019 11:37:13","200","blue","leader"
"Move","03-26-2019 11:37:13","201","blue","member"
"Move","03-26-2019 11:37:13","202","blue","member"
"Move","03-26-2019 11:37:13","100","red","leader"
"TestPiece","03-26-2019 11:37:13","100","red","leader"
"TakePiece","03-26-2019 11:37:13","100","red","leader"
"Move","03-26-2019 11:37:13","101","red","member"
"TestPiece","03-26-2019 11:37:13","101","red","member"
"TakePiece","03-26-2019 11:37:13","101","red","member"
"Move","03-26-2019 11:37:13","102","red","member"
"TestPiece","03-26-2019 11:37:13","102","red","member"
"TakePiece","03-26-2019 11:37:13","102","red","member"
"Move","03-26-2019 11:37:14","200","blue","leader"
"TestPiece","03-26-2019 11:37:14","200","blue","leader"
"TakePiece","03-26-2019 11:37:14","200","blue","leader"
"Move","03-26-2019 11:37:14","201","blue","member"
"Move","03-26-2019 11:37:14","202","blue","member"
"Move","03-26-2019 11:37:14","100","red","leader"
"TestPiece","03-26-2019 11:37:14","100","red","leader"
"TakePiece","03-26-2019 11:37:14","100","red","leader"
"Move","03-26-2019 11:37:14","101","red","member"
"TestPiece","03-26-2019 11:37:14","101","red","member"
"TakePiece","03-26-2019 11:37:14","101","red","member"
"Move","03-26-2019 11:37:14","102","red","member"
"TestPiece","03-26-2019 11:37:14","102","red","member"
"TakePiece","03-26-2019 11:37:14","102","red","member"
"Move","03-26-2019 11:37:15","200","blue","leader"
"TestPiece","03-26-2019 11:37:15","200","blue","leader"
"TakePiece","03-26-2019 11:37:15","200","blue","leader"
"PlacePiece","03-26-2019 11:37:15","201","blue","member"
"PlacePiece","03-26-2019 11:37:15","202","blue","member"
"Move","03-26-2019 11:37:15","100","red","leader"
"TestPiece","03-26-2019 11:37:15","100","red","leader"
"TakePiece","03-26-2019 11:37:15","100","red","leader"
"Move","03-26-2019 11:37:15","101","red","member"
"TestPiece","03-26-2019 11:37:15","101","red","member"
"TakePiece","03-26-2019 11:37:15","101","red","member"
"Move","03-26-2019 11:37:15","102","red","member"
"TestPiece","03-26-2019 11:37:15","102","red","member"
"TakePiece","03-26-2019 11:37:15","102","red","member"
"Move","03-26-2019 11:37:16","200","blue","leader"
"TestPiece","03-26-2019 11:37:16","200","blue","leader"
"TakePiece","03-26-2019 11:37:16","200","blue","leader"
"Move","03-26-2019 11:37:16","201","blue","member"
"TestPiece","03-26-2019 11:37:16","201","blue","member"
"TakePiece","03-26-2019 11:37:16","201","blue","member"
"Move","03-26-2019 11:37:16","202","blue","member"
"TestPiece","03-26-2019 11:37:16","202","blue","member"
"TakePiece","03-26-2019 11:37:16","202","blue","member"
"Move","03-26-2019 11:37:16","100","red","leader"
"TestPiece","03-26-2019 11:37:16","100","red","leader"
"TakePiece","03-26-2019 11:37:16","100","red","leader"
"Move","03-26-2019 11:37:16","101","red","member"
"TestPiece","03-26-2019 11:37:16","101","red","member"
"TakePiece","03-26-2019 11:37:16","101","red","member"
"Move","03-26-2019 11:37:16","102","red","member"
"TestPiece","03-26-2019 11:37:16","102","red","member"
"TakePiece","03-26-2019 11:37:16","102","red","member"
"Move","03-26-2019 11:37:17","200","blue","leader"
"TestPiece","03-26-2019 11:37:17","200","blue","leader"
"TakePiece","03-26-2019 11:37:17","200","blue","leader"
"Move","03-26-2019 11:37:17","201","blue","member"
"TestPiece","03-26-2019 11:37:17","201","blue","member"
"TakePiece","03-26-2019 11:37:17","201","blue","member"
"Move","03-26-2019 11:37:17","202","blue","member"
"TestPiece","03-26-2019 11:37:17","202","blue","member"
"TakePiece","03-26-2019 11:37:17","202","blue","member"
"Move","03-26-2019 11:37:17","100","red","leader"
"TestPiece","03-26-2019 11:37:17","100","red","leader"
"TakePiece","03-26-2019 11:37:17","100","red","leader"
"Move","03-26-2019 11:37:17","101","red","member"
"TestPiece","03-26-2019 11:37:17","101","red","member"
"TakePiece","03-26-2019 11:37:17","101","red","member"
"Move","03-26-2019 11:37:17","102","red","member"
"TestPiece","03-26-2019 11:37:17","102","red","member"
"TakePiece","03-26-2019 11:37:17","102","red","member"
"Move","03-26-2019 11:37:18","200","blue","leader"
"TestPiece","03-26-2019 11:37:18","200","blue","leader"
"TakePiece","03-26-2019 11:37:18","200","blue","leader"
"Move","03-26-2019 11:37:18","201","blue","member"
"TestPiece","03-26-2019 11:37:18","201","blue","member"
"TakePiece","03-26-2019 11:37:18","201","blue","member"
"Move","03-26-2019 11:37:18","202","blue","member"
"Move","03-26-2019 11:37:18","100","red","leader"
"TestPiece","03-26-2019 11:37:18","100","red","leader"
"TakePiece","03-26-2019 11:37:18","100","red","leader"
"Move","03-26-2019 11:37:18","101","red","member"
"TestPiece","03-26-2019 11:37:18","101","red","member"
"TakePiece","03-26-2019 11:37:18","101","red","member"
"Move","03-26-2019 11:37:18","102","red","member"
"TestPiece","03-26-2019 11:37:18","102","red","member"
"TakePiece","03-26-2019 11:37:18","102","red","member"
"Move","03-26-2019 11:37:19","200","blue","leader"
"TestPiece","03-26-2019 11:37:19","200","blue","leader"
"TakePiece","03-26-2019 11:37:19","200","blue","leader"
"Move","03-26-2019 11:37:19","201","blue","member"
"TestPiece","03-26-2019 11:37:19","201","blue","member"
"TakePiece","03-26-2019 11:37:19","201","blue","member"
"Move","03-26-2019 11:37:19","202","blue","member"
"Move","03-26-2019 11:37:19","100","red","leader"
"TestPiece","03-26-2019 11:37:19","100","red","leader"
"TakePiece","03-26-2019 11:37:19","100","red","leader"
"Move","03-26-2019 11:37:19","101","red","member"
"TestPiece","03-26-2019 11:37:19","101","red","member"
"TakePiece","03-26-2019 11:37:19","101","red","member"
"Move","03-26-2019 11:37:19","102","red","member"
"TestPiece","03-26-2019 11:37:19","102","red","member"
"TakePiece","03-26-2019 11:37:19","102","red","member"
"Move","03-26-2019 11:37:20","200","blue","leader"
"TestPiece","03-26-2019 11:37:20","200","blue","leader"
"TakePiece","03-26-2019 11:37:20","200","blue","leader"
"Move","03-26-2019 11:37:20","201","blue","member"
"TestPiece","03-26-2019 11:37:20","201","blue","member"
"TakePiece","03-26-2019 11:37:20","201","blue","member"
"Move","03-26-2019 11:37:20","202","blue","member"
"Move","03-26-2019 11:37:20","100","red","leader"
"TestPiece","03-26-2019 11:37:20","100","red","leader"
"TakePiece","03-26-2019 11:37:20","100","red","leader"
"Move","03-26-2019 11:37:20","101","red","member"
"TestPiece","03-26-2019 11:37:20","101","red","member"
"TakePiece","03-26-2019 11:37:20","101","red","member"
"Move","03-26-2019 11:37:20","102","red","member"
"TestPiece","03-26-2019 11:37:20","102","red","member"
"TakePiece","03-26-2019 11:37:20","102","red","member"
"Move","03-26-2019 11:37:21","200","blue","leader"
"Move","03-26-2019 11:37:21","201","blue","member"
"TestPiece","03-26-2019 11:37:21","201","blue","member"
"TakePiece","03-26-2019 11:37:21","201","blue","member"
"Move","03-26-2019 11:37:21","202","blue","member"
"Move","03-26-2019 11:37:21","100","red","leader"
"TestPiece","03-26-2019 11:37:21","100","red","leader"
"TakePiece","03-26-2019 11:37:21","100","red","leader"
"Move","03-26-2019 11:37:21","101","red","member"
"Move","03-26-2019 11:37:21","102","red","member"
"TestPiece","03-26-2019 11:37:21","102","red","member"
"TakePiece","03-26-2019 11:37:21","102","red","member"
"Move","03-26-2019 11:37:22","200","blue","leader"
"Move","03-26-2019 11:37:22","201","blue","member"
"TestPiece","03-26-2019 11:37:22","201","blue","member"
"TakePiece","03-26-2019 11:37:22","201","blue","member"
"Move","03-26-2019 11:37:22","202","blue","member"
"Move","03-26-2019 11:37:22","100","red","leader"
"TestPiece","03-26-2019 11:37:22","100","red","leader"
"TakePiece","03-26-2019 11:37:22","100","red","leader"
"Move","03-26-2019 11:37:22","101","red","member"
"Move","03-26-2019 11:37:22","102","red","member"
"TestPiece","03-26-2019 11:37:22","102","red","member"
"TakePiece","03-26-2019 11:37:22","102","red","member"
"Move","03-26-2019 11:37:23","200","blue","leader"
"Move","03-26-2019 11:37:23","201","blue","member"
"TestPiece","03-26-2019 11:37:23","201","blue","member"
"TakePiece","03-26-2019 11:37:23","201","blue","member"
"Move","03-26-2019 11:37:23","202","blue","member"
"Move","03-26-2019 11:37:23","100","red","leader"
"TestPiece","03-26-2019 11:37:23","100","red","leader"
"TakePiece","03-26-2019 11:37:23","100","red","leader"
"Move","03-26-2019 11:37:23","101","red","member"
"Move","03-26-2019 11:37:23","102","red","member"
"TestPiece","03-26-2019 11:37:23","102","red","member"
"TakePiece","03-26-2019 11:37:23","102","red","member"
"Move","03-26-2019 11:37:24","200","blue","leader"
"Move","03-26-2019 11:37:24","201","blue","member"
"TestPiece","03-26-2019 11:37:24","201","blue","member"
"TakePiece","03-26-2019 11:37:24","201","blue","member"
"Move","03-26-2019 11:37:24","202","blue","member"
"Move","03-26-2019 11:37:24","100","red","leader"
"TestPiece","03-26-2019 11:37:24","100","red","leader"
"TakePiece","03-26-2019 11:37:24","100","red","leader"
"Move","03-26-2019 11:37:24","101","red","member"
"Move","03-26-2019 11:37:24","102","red","member"
"TestPiece","03-26-2019 11:37:24","102","red","member"
"TakePiece","03-26-2019 11:37:24","102","red","member"
"PlacePiece","03-26-2019 11:37:25","200","blue","leader"
"Move","03-26-2019 11:37:25","201","blue","member"
"TestPiece","03-26-2019 11:37:25","201","blue","member"
"TakePiece","03-26-2019 11:37:25","201","blue","member"
"Move","03-26-2019 11:37:25","202","blue","member"
"Move","03-26-2019 11:37:25","100","red","leader"
"TestPiece","03-26-2019 11:37:25","100","red","leader"
"TakePiece","03-26-2019 11:37:25","100","red","leader"
"PlacePiece","03-26-2019 11:37:25","101","red","member"
"Move","03-26-2019 11:37:25","102","red","member"
"TestPiece","03-26-2019 11:37:25","102","red","member"
"TakePiece","03-26-2019 11:37:25","102","red","member"
"Move","03-26-2019 11:37:26","200","blue","leader"
"TestPiece","03-26-2019 11:37:26","200","blue","leader"
"TakePiece","03-26-2019 11:37:26","200","blue","leader"
"Move","03-26-2019 11:37:26","201","blue","member"
"TestPiece","03-26-2019 11:37:26","201","blue","member"
"TakePiece","03-26-2019 11:37:26","201","blue","member"
"Move","03-26-2019 11:37:26","202","blue","member"
"Move","03-26-2019 11:37:26","100","red","leader"
"TestPiece","03-26-2019 11:37:26","100","red","leader"
"TakePiece","03-26-2019 11:37:26","100","red","leader"
"Move","03-26-2019 11:37:26","101","red","member"
"TestPiece","03-26-2019 11:37:26","101","red","member"
"TakePiece","03-26-2019 11:37:26","101","red","member"
"Move","03-26-2019 11:37:26","102","red","member"
"TestPiece","03-26-2019 11:37:26","102","red","member"
"TakePiece","03-26-2019 11:37:26","102","red","member"
"Move","03-26-2019 11:37:27","200","blue","leader"
"TestPiece","03-26-2019 11:37:27","200","blue","leader"
"TakePiece","03-26-2019 11:37:27","200","blue","leader"
"Move","03-26-2019 11:37:27","201","blue","member"
"TestPiece","03-26-2019 11:37:27","201","blue","member"
"TakePiece","03-26-2019 11:37:27","201","blue","member"
"Move","03-26-2019 11:37:27","202","blue","member"
"Move","03-26-2019 11:37:27","100","red","leader"
"Move","03-26-2019 11:37:27","101","red","member"
"TestPiece","03-26-2019 11:37:27","101","red","member"
"TakePiece","03-26-2019 11:37:27","101","red","member"
"Move","03-26-2019 11:37:27","102","red","member"
"TestPiece","03-26-2019 11:37:27","102","red","member"
"TakePiece","03-26-2019 11:37:27","102","red","member"
"Move","03-26-2019 11:37:28","200","blue","leader"
"TestPiece","03-26-2019 11:37:28","200","blue","leader"
"TakePiece","03-26-2019 11:37:28","200","blue","leader"
"Move","03-26-2019 11:37:28","201","blue","member"
"TestPiece","03-26-2019 11:37:28","201","blue","member"
"TakePiece","03-26-2019 11:37:28","201","blue","member"
"Move","03-26-2019 11:37:28","202","blue","member"
"Move","03-26-2019 11:37:28","100","red","leader"
"Move","03-26-2019 11:37:28","101","red","member"
"TestPiece","03-26-2019 11:37:28","101","red","member"
"TakePiece","03-26-2019 11:37:28","101","red","member"
"Move","03-26-2019 11:37:28","102","red","member"
"TestPiece","03-26-2019 11:37:28","102","red","member"
"TakePiece","03-26-2019 11:37:28","102","red","member"
"Move","03-26-2019 11:37:29","200","blue","leader"
"TestPiece","03-26-2019 11:37:29","200","blue","leader"
"TakePiece","03-26-2019 11:37:29","200","blue","leader"
"Move","03-26-2019 11:37:29","201","blue","member"
"TestPiece","03-26-2019 11:37:29","201","blue","member"
"TakePiece","03-26-2019 11:37:29","201","blue","member"
"Move","03-26-2019 11:37:29","202","blue","member"
"Move","03-26-2019 11:37:29","100","red","leader"
"Move","03-26-2019 11:37:29","101","red","member"
"TestPiece","03-26-2019 11:37:29","101","red","member"
"TakePiece","03-26-2019 11:37:29","101","red","member"
"Move","03-26-2019 11:37:29","102","red","member"
"TestPiece","03-26-2019 11:37:29","102","red","member"
"TakePiece","03-26-2019 11:37:29","102","red","member"
"Move","03-26-2019 11:37:30","200","blue","leader"
"TestPiece","03-26-2019 11:37:30","200","blue","leader"
"TakePiece","03-26-2019 11:37:30","200","blue","leader"
"Move","03-26-2019 11:37:30","201","blue","member"
"TestPiece","03-26-2019 11:37:30","201","blue","member"
"TakePiece","03-26-2019 11:37:30","201","blue","member"
"PlacePiece","03-26-2019 11:37:30","202","blue","member"
"Move","03-26-2019 11:37:30","100","red","leader"
"Move","03-26-2019 11:37:30","101","red","member"
"TestPiece","03-26-2019 11:37:30","101","red","member"
"TakePiece","03-26-2019 11:37:30","101","red","member"
"Move","03-26-2019 11:37:30","102","red","member"
"TestPiece","03-26-2019 11:37:30","102","red","member"
"TakePiece","03-26-2019 11:37:30","102","red","member"
"Move","03-26-2019 11:37:31","200","blue","leader"
"TestPiece","03-26-2019 11:37:31","200","blue","leader"
"TakePiece","03-26-2019 11:37:31","200","blue","leader"
"Move","03-26-2019 11:37:31","201","blue","member"
"TestPiece","03-26-2019 11:37:31","201","blue","member"
"TakePiece","03-26-2019 11:37:31","201","blue","member"
"Move","03-26-2019 11:37:31","202","blue","member"
"TestPiece","03-26-2019 11:37:31","202","blue","member"
"TakePiece","03-26-2019 11:37:31","202","blue","member"
"Move","03-26-2019 11:37:31","100","red","leader"
"Move","03-26-2019 11:37:31","101","red","member"
"TestPiece","03-26-2019 11:37:31","101","red","member"
"TakePiece","03-26-2019 11:37:31","101","red","member"
"Move","03-26-2019 11:37:31","102","red","member"
"Move","03-26-2019 11:37:32","200","blue","leader"
"TestPiece","03-26-2019 11:37:32","200","blue","leader"
"TakePiece","03-26-2019 11:37:32","200","blue","leader"
"Move","03-26-2019 11:37:32","201","blue","member"
"TestPiece","03-26-2019 11:37:32","201","blue","member"
"TakePiece","03-26-2019 11:37:32","201","blue","member"
"Move","03-26-2019 11:37:32","202","blue","member"
"TestPiece","03-26-2019 11:37:32","202","blue","member"
"TakePiece","03-26-2019 11:37:32","202","blue","member"
"PlacePiece","03-26-2019 11:37:32","100","red","leader"
"Move","03-26-2019 11:37:32","101","red","member"
"Move","03-26-2019 11:37:32","102","red","member"
"Move","03-26-2019 11:37:33","200","blue","leader"
"TestPiece","03-26-2019 11:37:33","200","blue","leader"
"TakePiece","03-26-2019 11:37:33","200","blue","leader"
"Move","03-26-2019 11:37:33","201","blue","member"
"TestPiece","03-26-2019 11:37:33","201","blue","member"
"TakePiece","03-26-2019 11:37:33","201","blue","member"
"Move","03-26-2019 11:37:33","202","blue","member"
"TestPiece","03-26-2019 11:37:33","202","blue","member"
"TakePiece","03-26-2019 11:37:33","202","blue","member"
"Move","03-26-2019 11:37:33","100","red","leader"
"TestPiece","03-26-2019 11:37:33","100","red","leader"
"TakePiece","03-26-2019 11:37:33","100","red","leader"
"Move","03-26-2019 11:37:33","101","red","member"
"Move","03-26-2019 11:37:33","102","red","member"
